text,label
bener bener sat set sat set langsung nunggu jam jam perlu ribet keluar rumah mamak senaaaang,1
bantu urus surat surat duduk mantap euy,1
best ngurus akte cuma hari sekaligus update kk buku kia thankyou bandung thankyou salam,1
bantu biar ngga kesana sini cape trus ngabisin waktu baru punya anak takut rewel nyaman alhamdulillah pake apk proses cepet bikin akta mati papi yg baru tinggal terimakasi org baik moga selalu dlm lindung allah swt,1
bagus tak susah ngantri,1
bandung juara,0
tiap udh foto balik mulu beranda cape ngetiknya udh brp kelar padahal pke wifi,0
maaf ganggu tipe hp infinix eror seluruh tipe handphone guna apk urus dokumen duduk hambat haturnuhun,1
login tulis guna perangkat asli sya kan pake hp sya sendiri pernah otak atik root tpi ingat baik buat akta lahir anak,0
bantu sekali bolak balik antri tingkat layan,1
layan responsive tinggal sabar tunggu antri antri proses cepat aju jumat senin koreksi baik tambah dokumen selasa selesai sabtu minggu libur,1
lama loadingnya tp akhir bikin kia online proses cepet cetak disdukcapil cepet layan baik mantap makasih salam update terus,1
maaf daftar selalu notice nik daftar padahal pernah daftar bantu,0
bagus cepat praktis lama syarat lengkap bantu,1
bantu mudah dapat informasi butuh,1
yg butuh masyarakat,1
god job,1
waktu bikin kk cepet proses,1
manteplah cepet,1
aps mudah guna sy coba perbaiiki data salah tulis nama anak nama aps sdh benar pd cetak msh salah info salah tsb sy cek menu aps bantu trims,1
sumpah sungkem sama yg bikin apknya makasih banyakkk mudah cepet gila ah keren kurang pungli yg biasa tebar mana biasa berkas rb pungli ngeri pgn ganti rt allah makasih banyak salam lovee it,1
mantap bantu segala proses aju administrasi duduk khusus wilayah kota bandung tingkat kualitas layan haturnuhun,1
mantap mudah sekali ngurusin,1
super fastrespon good job hatur nuhun,1
dulu pas bikin ktp tp skrg pas buka hp buka memang minimal pakai hape apa,0
alhamdulillah mudah cepat jauh kata calo,1
dgn adanyanya bantu warga dlm urus surat online depan tingkat moga ikut intansi lain,1
aneh pernah daftar masa nik pernah daftar terus boro boro daftar aplikasi baru tau mutu seh,0
kurang responsif sering loading hambat sekali moga segera tingkat,0
daftar tabi log in alas guna data asli,1
suka bagus bantu ada salam proses mudah cepat tahan tingkat,1
bandung juara layan disdukcapil juara pis hebat pis terus tingkat keun mah mung tiasa ngarojong ku doa mugia bandung teras juara,1
bantu mudah urus ngurus dokumen bolak balik terus aju ribet pusing lama pokok mudah makas banyak,1
gabisa masuk terus coba gagal pdahal masukin nik aneh,0
bagus puas,1
cukup bantu mudah layan masyarakat kota bandung khusus putus mata rantai pungli moga tutup depan,1
good application,1
bagus gampang bangeeeetttt,1
knapa masuk terang masuk perangkat asli terus ngecek cetak ktp,0
bantu cepat poko is the best buat salam,1
masuk padahal daftar dokumen valid bantu,0
butuh waktu hari dapat file kk baru diprint ulang,1
pak sy daftar pindah antar provinsi sedia antara pilih cuma nomor pindah provinsi nomor antar provinsi klik mhon bantu,1
mudah guna bantu proses relatif cepat layan bagus,1
aplikasi bantu mudah masyarakat milik surut penting,1
waktu tahun kemarin login hp lama terus beli hp baru coba login hp baru nyata engga pakai hp lama hahaha ngakak,0
kurang puas masa aju pindah keluar nama si yg proses nama si data data emang baca keliru gitu,0
plat merah daerah bantu masyarakat ribet cepat kurang oknum pegawai perintah pungli pemkot bandung,1
cukup bagus mudah proses urus dokumen ambil lewat mesin adm gaperlu ribet bulak balik kesana kemari,1
lama bagus fungsi mudah,1
mudah praktis cukup rumah,1
alhamdulillah kali guna salam semua mudah print sendiri dokumen,1
bantu masyarakat mengrus adminduk lanjut terus kembang lengkap,1
waktu pake versi login versi baru minta paksa update aesudah diupdate masuk apk salam sdh dm kata jngan pake launcher hp ori an pake launcher launchernya pake bawa hp,1
pemberitahuan silah guna perangkat asli guna maksud bagaimana yaa,1
bikin akte kia cepat,1
mantap cepat mudah,1
salam bantu sekali,1
layan oke proses cepat mantap,1
lumayan bantu jd bolak balik lurah camat disduk tinggal duduk manis tunggu hasil,1
simpel mudah paham yes,1
disdukcapil of the best,1
luar biasa rasa bantu posisi dinas luar pulau semua perlu urus urus mandiri lewat salam,1
mudah praktis,1
simple keren,1
bagus mempermidah pegajuan,1
guna mubasir,0
akhir masuk pakai gampang nyata ribet,1
bagus sekali cepat layan,1
bener bener mudah bikin kia hari selesai,1
buat akta kia cepat mudah smua file yg perlu smua dokumen mnggu hari an mantap trimakasih smua tugas salam disduk moga depan makin mudah,1
keluar otp email,0
yaa daftar udh tulis nik pakai login gimana bantu soal bikin akta lahir anak ribet gin susah haduhhh,0
log in beres kirim aju surat pindah terus reset pasword masuk email,0
gercep pis pokona mah laaaah tinggal urus sendiri kesana mah no ribet pokokna mah mantaaab salam kota bandung,1
wahh genggam bgdt,1
layan cepat lancar salam tambah fitur yg mudah,1
layan ktp gabisa,0
allhamdullillah urus dr rumah mudah,1
apk keren bantu sekali efektif,1
jelas bagus kaku sedikit kasihan yg pernah nomor hp daftar sydah milik hp jd hambatsn,1
salam akses manfaat,1
aplikasi bantu mudah urus administrasi duduk,1
jangan batas perangkat akun semua orang faham guna milik waktu urus offline hatur nuhun moga makin kembang berkah,1
mantap makin sukses disdukcapil,1
baru daftar sekarang tpi terang nik pernah daftar error gmn jd gk pakai,0
bantu nuhun,1
bagus sekali aplikasi bantu warga kota bandung,1
respon cepat proses cepat sangan bantu mudah utk layan masyarakat,1
buat akte lahir cepat mudah buat kk sama cepat,1
mudah bye bye pungli,1
segercep ituuuuuu looo bikin akte anak hr jadiiiiiii luufff,1
ngga pilih pindah alamat kota madia kabupaten,0
warga bandung bikin akta lahir,1
alhamdulillah guna tingkat yg bagus,1
bantu sekali urus data duduk mpunyai batas waktu datang langsung kantor layan disduk,1
layan bantu cepat akses data padu disdukcapil mudah akses mantab,1
sedikit bantu sdkit saran tingkat layan aju pembahruan buat ktp salam daftar laku buat geray geulis makasih,1
matap luuur,1
salam versi baru oke mantaap,1
akhir salam terbit sekian lama alami baik makin bantu urus administrasi duduk,1
mending bikin online praktis,1
bantu sekali punya waktu banyak,1
bantu sekali masyarakat,1
daftar input data eh pas upload formulir logout sendiri trus kayak gtu,0
sungguh bantu proses mudah cepat sekali disdukcapil kota bandung buat bagus salam moga urus data data duduk lai terus mudah proses cepat,1
bantu moga depan tambah baik,1
pengunaan bantu orang perlu layan duduk mandiri cepat praktis datang disdukcapil kota bandung ikut tempat layan disdukcapil lain,1
mantap gan,1
mudah simple hemat waktu urus administrasi,1
cepat mudah mantap pokok,1
lama masuk gabisa masuk sesi habis terus,0
bagus sekali layan online cepat atas salam moga jadi wadah bermanfa at khusus warga kota bandung,1
respon cepat mudah,1
mudah bantu yg datang disdukcapil,1
mudah cepat salah beri solusi baik,1
ngebantu bagus,1
bantu mudah cepat tahan tingkat terus,1
layan ganti ektp ny knp,1
moga dgn applikasi bantu sya,1
keren sangan batu aplikasi bandung is the best poko,1
alhamdulillah aplikasi bantu sekali habis lahir langsung urus kk camat lalu bikin akta lahir kia lewat salam,1
yg bagus mudah masyarakat urus adminitrasi proses cepat aplikasi mudah guna,1
masyaallah bantu sekali ada salam alhamdulilah sekarang anak masuk dikk aktenyaa disdukbdg mudah cepat proses membantuu mantap sekali,1
atas bantu staff disdukcapil kota bandung ada yg tinggal bal mudah buat akta lahir kia kk enam anak the best tuk yg selalu beri arah bila sulit moga jadi amal ibadah staff disdukcapil kota bandung,1
